사업장명,사업장도로명상세주소,법정동주소광역시도코드,법정동주소광역시시군구코드,법정동주소광역시시군구읍면동코드,사업장업종코드,사업장업종코드명,가입자수,당월고지금액,신규취득자수,상실가입자수
주식회사핑거포스트,서울특별시 구로구 디지털로26길,11,530,102,724000,데이터베이스 및 온라인 정보 제공업,25,8926820,0,2
주식회사조선교육문화미디어,서울특별시 중구 세종대로21길,11,140,103,724000,데이터베이스 및 온라인 정보 제공업,4,900680,0,0
(주)와우씨엔에스,서울특별시 중랑구 신내역로,11,260,106,722000,응용 소프트웨어 개발 및 공급업,5,2074680,0,0
(주)아톤모빌리티,서울특별시 서초구 강남대로,11,650,108,724000,데이터베이스 및 온라인 정보 제공업,41,11726320,1,0
(주)에이치티원,서울특별시 구로구 디지털로33길,11,530,102,722000,응용 소프트웨어 개발 및 공급업,13,4413620,0,0
(주)씨테크넷,경기도 파주시 하지석길,41,480,118,722000,응용 소프트웨어 개발 및 공급업,12,2880740,0,0
주식회사에이치포,인천광역시 중구 공항동로296번길,28,110,147,722000,응용 소프트웨어 개발 및 공급업,5,2073680,0,0
(주)교원스타트원,서울특별시 중구 을지로,11,140,105,724000,데이터베이스 및 온라인 정보 제공업,288,62970820,8,8
주식회사세포아소프트,서울특별시 구로구 디지털로31길,11,530,102,722000,응용 소프트웨어 개발 및 공급업,33,11238460,1,0
(주)비젼아이씨,서울특별시 송파구 법원로11길,11,710,108,722000,응용 소프트웨어 개발 및 공급업,24,9454400,0,0
주식회사레몬봇,서울특별시 금천구 벚꽃로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,5,1625200,0,0
(주)이너텍시스템즈,서울특별시 금천구 가산디지털1로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,7,2653260,0,0
주식회사 아이티에스노아,서울특별시 금천구 가산디지털2로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,17,4936520,10,1
(유)슬렉슨,서울특별시 강서구 양천로,11,500,101,722000,응용 소프트웨어 개발 및 공급업,15,3809100,0,0
（주）이노가드,서울특별시 구로구 디지털로31길,11,530,102,722000,응용 소프트웨어 개발 및 공급업,32,11236120,1,0
주식회사드림코,전라남도 여수시 대통2길,46,130,137,722000,응용 소프트웨어 개발 및 공급업,24,7438880,0,0
(주)한국티에이치바스,서울특별시 금천구 범안로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,6,2041440,0,0
(주)이지코어솔루션즈,서울특별시 금천구 가산디지털1로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,33,10608060,1,0
거림아이티(주),대구광역시 수성구 알파시티1로35길,27,260,127,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,5,1692340,0,0
(주)바이오센스크리에티브,서울특별시 노원구 공릉로,11,350,103,722000,응용 소프트웨어 개발 및 공급업,3,542780,0,0
주식회사 다코넷,서울특별시 송파구 송파대로,11,710,108,722000,응용 소프트웨어 개발 및 공급업,10,3872420,0,0
（주）에버트란,서울특별시 용산구 새창로,11,170,125,722000,응용 소프트웨어 개발 및 공급업,6,1377500,0,0
（주）헬로서치,서울특별시 강남구 테헤란로77길,11,680,105,724000,데이터베이스 및 온라인 정보 제공업,179,46418880,10,6
씨티오네트웍스(주),경기도 파주시 조리읍 당재봉로,41,480,262,722000,응용 소프트웨어 개발 및 공급업,6,2056840,0,0
주식회사웹스타일,서울특별시 중구 다산로19길,11,140,162,722000,응용 소프트웨어 개발 및 공급업,13,3259480,0,0
(주)넷트루컨설팅그룹,서울특별시 마포구 양화로,11,440,120,722000,응용 소프트웨어 개발 및 공급업,69,19542200,19,6
센터링크주식회사,서울특별시 서초구 효령로29길,11,650,101,722000,응용 소프트웨어 개발 및 공급업,16,7138380,0,0
주식회사 피알컴퍼니,서울특별시 송파구 송파대로,11,710,108,642004,포털 및 기타 인터넷 정보 매개 서비스업,27,8314880,0,0
(주)피타소프트,경기도 성남시 분당구 판교로,41,135,109,722000,응용 소프트웨어 개발 및 공급업,82,32678940,1,3
（주）제이로고스,서울특별시 강서구 양천로,11,500,101,722000,응용 소프트웨어 개발 및 공급업,5,1945800,0,0
주식회사 가드에스와이에스,서울특별시 서초구 동광로,11,650,101,722000,응용 소프트웨어 개발 및 공급업,6,2196900,0,0
（주）태영소프트,경기도 과천시 과천대로7길,41,290,103,722000,응용 소프트웨어 개발 및 공급업,57,21654180,1,3
(주)소프트와이드시큐리티,서울특별시 서초구 서래로6길,11,650,107,722000,응용 소프트웨어 개발 및 공급업,8,2889360,0,0
（주）이노라인,서울특별시 영등포구 선유로,11,560,127,722000,응용 소프트웨어 개발 및 공급업,18,5656360,0,0
（주）엠제이인스텍,서울특별시 마포구 만리재로,11,440,102,722000,응용 소프트웨어 개발 및 공급업,56,11977740,1,0
(주)로딕스,서울특별시 성동구 상원4길,11,200,114,722000,응용 소프트웨어 개발 및 공급업,13,4736000,0,0
코너스톤테크놀러지(주),경기도 성남시 분당구 성남대로,41,135,114,722000,응용 소프트웨어 개발 및 공급업,4,1562280,0,0
나루씨앤씨주식회사,서울특별시 구로구 디지털로33길,11,530,102,722000,응용 소프트웨어 개발 및 공급업,17,6120620,0,0
유인에듀닉스(주),경기도 안양시 동안구 시민대로,41,173,102,724000,데이터베이스 및 온라인 정보 제공업,6,2427260,0,0
주토스주식회사,경기도 안양시 동안구 엘에스로116번길,41,173,104,722000,응용 소프트웨어 개발 및 공급업,21,9481180,0,0
（주）비스톤스,서울특별시 강남구 강남대로162길,11,680,107,722000,응용 소프트웨어 개발 및 공급업,72,21896580,1,0
(주)아크로버스크리에이티브,서울특별시 강남구 논현로131길,11,680,108,722000,응용 소프트웨어 개발 및 공급업,17,4358220,0,0
(주)소프트넷,부산광역시 동구 자성로133번길,26,170,104,722000,응용 소프트웨어 개발 및 공급업,5,1360700,0,0
효성에프엠에스 주식회사,서울특별시 강남구 광평로,11,680,115,722000,응용 소프트웨어 개발 및 공급업,81,34914840,0,0
（주）아이포웨이,서울특별시 구로구 디지털로26길,11,530,102,722000,응용 소프트웨어 개발 및 공급업,16,7337760,0,0
(주)에스알포스트,서울특별시 구로구 디지털로,11,530,102,722000,응용 소프트웨어 개발 및 공급업,57,18880800,0,0
쓰리케이에이치(주),서울특별시 강남구 봉은사로37길,11,680,108,722000,응용 소프트웨어 개발 및 공급업,17,3989180,2,1
(주)도브투래빗,서울특별시 성동구 성수이로22길,11,200,115,722000,응용 소프트웨어 개발 및 공급업,26,9548360,0,0
(주)아이티스마트,서울특별시 강서구 양천로,11,500,101,722000,응용 소프트웨어 개발 및 공급업,48,19311400,0,1
(주)처음소프트,서울특별시 강남구 강남대로,11,680,101,729000,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,8,2280400,0,0
주식회사유젠스에스앤씨,서울특별시 마포구 마포대로,11,440,102,722000,응용 소프트웨어 개발 및 공급업,48,19412360,1,4
(주)브레인월드코리아,서울특별시 강남구 봉은사로,11,680,108,724000,데이터베이스 및 온라인 정보 제공업,28,6970420,0,28
해피콜의5일장터주식회사,서울특별시 도봉구 도봉산3길,11,320,108,724000,데이터베이스 및 온라인 정보 제공업,4,985120,0,0
（주）프레즌트,서울특별시 영등포구 선유로,11,560,127,722000,응용 소프트웨어 개발 및 공급업,13,3163200,0,0
（주）미르이즈,서울특별시 마포구 양화로,11,440,121,722000,응용 소프트웨어 개발 및 공급업,69,26482320,2,1
주식회사피플앤데이타,서울특별시 구로구 디지털로33길,11,530,102,722000,응용 소프트웨어 개발 및 공급업,4,1283840,0,1
주식회사 리딩게이트,경기도 성남시 수정구 창업로,41,131,115,722000,응용 소프트웨어 개발 및 공급업,44,15781000,2,2
(주)케이소프트,,27,200,103,722000,응용 소프트웨어 개발 및 공급업,5,1585960,0,0
에스엠하이플러스 주식회사,서울특별시 강서구 마곡중앙8로,11,500,105,722000,응용 소프트웨어 개발 및 공급업,73,32256600,0,3
（주）엑셀비즈,서울특별시 광진구 광나루로,11,215,109,722000,응용 소프트웨어 개발 및 공급업,11,2125680,1,0
(주)한신엔지니어링,대구광역시 중구 국채보상로131길,27,110,101,722000,응용 소프트웨어 개발 및 공급업,13,3696960,1,0
(주)시스트데이타,경기도 남양주시 다산지금로,41,360,112,722000,응용 소프트웨어 개발 및 공급업,6,2198420,0,0
(주)비에스지파트너스 (BSG PARTNERS Co.  Ltd.),서울특별시 강남구 논현로85길,11,680,101,722000,응용 소프트웨어 개발 및 공급업,263,102418480,5,3
（주）와이즈스톤,경기도 과천시 과천대로7길,41,290,103,722000,응용 소프트웨어 개발 및 공급업,41,12966700,0,0
지빅스주식회사,서울특별시 금천구 가산디지털2로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,16,6679480,0,0
(주)비엑스엠,서울특별시 금천구 가산디지털1로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,10,4648280,0,0
(주)이너웨이브,서울특별시 강남구 논현로,11,680,108,722000,응용 소프트웨어 개발 및 공급업,37,14112280,3,1
일원정보기술(주),대구광역시 달서구 달서대로,27,290,107,722000,응용 소프트웨어 개발 및 공급업,4,1294620,0,0
주식회사 그랩디,서울특별시 서초구 고무래로8길,11,650,107,722000,응용 소프트웨어 개발 및 공급업,3,783720,0,0
주식회사유디엠텍,경기도 수원시 영통구 창룡대로256번길,41,117,103,722000,응용 소프트웨어 개발 및 공급업,41,14237800,0,2
한양정보기술(주),대구광역시 동구 장등로,27,140,102,722000,응용 소프트웨어 개발 및 공급업,4,1258820,0,0
주식회사 퓨쳐누리,서울특별시 영등포구 경인로71길,11,560,123,722000,응용 소프트웨어 개발 및 공급업,122,40216300,1,0
코너크리에이티브(주),서울특별시 강남구 논현로132길,11,680,108,722000,응용 소프트웨어 개발 및 공급업,19,6673240,0,2
한국테라데이타(유),서울특별시 강남구 테헤란로,11,680,105,722000,응용 소프트웨어 개발 및 공급업,9,4758280,0,0
솔루션헬퍼스(주),서울특별시 구로구 디지털로26길,11,530,102,722000,응용 소프트웨어 개발 및 공급업,10,4342580,0,0
(주)한신정보기술,충청북도 청주시 상당구 수암로,43,111,112,722000,응용 소프트웨어 개발 및 공급업,95,25746520,3,4
(주)씨아이씨미디어,서울특별시 구로구 디지털로27길,11,530,102,722000,응용 소프트웨어 개발 및 공급업,12,4774660,0,0
（주）핸섬피쉬코리아,서울특별시 서초구 서초대로48길,11,650,108,722000,응용 소프트웨어 개발 및 공급업,6,1388840,0,0
주식회사에스이코리아,대구광역시 수성구 알파시티1로31길,27,260,127,722000,응용 소프트웨어 개발 및 공급업,18,5058280,0,0
(주)라이프사이언스테크놀로지,서울특별시 강서구 양천로,11,500,104,722000,응용 소프트웨어 개발 및 공급업,6,2251520,0,0
비바디시전 주식회사,서울특별시 중구 남대문로,11,140,102,722000,응용 소프트웨어 개발 및 공급업,6,2400280,0,0
（주）미드키스,서울특별시 강남구 도산대로19길,11,680,107,722000,응용 소프트웨어 개발 및 공급업,23,5949240,1,2
(주)브이투테크놀러지코리아,경기도 하남시 미사강변한강로,41,450,109,722000,응용 소프트웨어 개발 및 공급업,3,812060,0,0
플레이웍스(주),경기도 성남시 분당구 황새울로360번길,41,135,105,722000,응용 소프트웨어 개발 및 공급업,35,13744220,0,0
（주）씨아이이씨,대구광역시 동구 반야월북로27길,27,140,123,722000,응용 소프트웨어 개발 및 공급업,7,1702780,0,0
주식회사아이티콘,서울특별시 영등포구 양평로21길,11,560,129,722000,응용 소프트웨어 개발 및 공급업,4,1334600,0,0
（주）웹비스타,경기도 고양시 일산서구 중앙로,41,287,102,722000,응용 소프트웨어 개발 및 공급업,8,2554700,0,0
주）비즈엠디지,서울특별시 금천구 벚꽃로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,13,3509280,0,0
주식회사 비키코리아,서울특별시 중구 을지로,11,140,105,722000,응용 소프트웨어 개발 및 공급업,28,12357940,0,0
（주）이씨마스타,서울특별시 관악구 남부순환로,11,620,101,722000,응용 소프트웨어 개발 및 공급업,4,1241440,0,0
주식회사 싱싱타오,경상북도 경주시 산내면 외칠일부길,47,130,340,722000,응용 소프트웨어 개발 및 공급업,4,1109300,0,0
(주)와이즈웰니스,서울특별시 마포구 양화로,11,440,121,722000,응용 소프트웨어 개발 및 공급업,12,3138280,1,1
주식회사두레아이티,서울특별시 강동구 성내로6길,11,740,108,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,7,2275180,0,0
(주)인콤,서울특별시 강동구 고덕비즈밸리로2가길,11,740,102,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,19,5735600,0,0
주식회사디투이노베이션,경기도 성남시 수정구 창업로,41,131,115,722000,응용 소프트웨어 개발 및 공급업,29,10895500,0,0
