사업장명,사업장도로명상세주소,법정동주소광역시도코드,법정동주소광역시시군구코드,법정동주소광역시시군구읍면동코드,사업장업종코드,사업장업종코드명,가입자수,당월고지금액,신규취득자수,상실가입자수
주식회사어비스랩,서울특별시 마포구 마포대로,11,440,107,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,3,1473380,0,0
올세 주식회사,경기도 안양시 만안구 덕천로72번길,41,171,101,729000,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,25,6656040,0,0
피엔지소프트주식회사,서울특별시 중랑구 신내역로,11,260,106,722000,응용 소프트웨어 개발 및 공급업,5,1630060,0,0
주식회사케이알메딕스,서울특별시 강남구 테헤란로20길,11,680,101,724000,데이터베이스 및 온라인 정보 제공업,28,6747800,2,1
주식회사 크립텍트,서울특별시 금천구 두산로,11,545,102,722000,응용 소프트웨어 개발 및 공급업,11,2623440,1,0
주식회사딕시(DixiCo. Ltd.),서울특별시 마포구 어울마당로,11,440,120,722000,응용 소프트웨어 개발 및 공급업,3,590560,0,0
주식회사리드젠,서울특별시 성동구 왕십리로,11,200,114,722000,응용 소프트웨어 개발 및 공급업,6,2172600,0,0
(주)플레이스링크,대전광역시 유성구 가정북로,30,200,128,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,7,1847960,0,0
플래닛온,경기도 남양주시 순화궁로,41,360,111,722000,응용 소프트웨어 개발 및 공급업,5,1607840,0,0
렉스소프트 주식회사,서울특별시 관악구 관악로,11,620,102,722000,응용 소프트웨어 개발 및 공급업,19,6285620,0,0
주식회사디노스튜디오,서울특별시 서초구 서초대로48길,11,650,108,722000,응용 소프트웨어 개발 및 공급업,10,3095720,0,0
(주)로얄크로우,경기도 성남시 분당구 정자일로,41,135,103,722000,응용 소프트웨어 개발 및 공급업,85,39059280,0,0
노리컴퍼니(주),서울특별시 서초구 강남대로53길,11,650,108,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,3,279260,0,0
（주）파인앱스튜디오,서울특별시 구로구 디지털로29길,11,530,102,722000,응용 소프트웨어 개발 및 공급업,4,1403900,0,0
넥스터스미디어주식회사,서울특별시 중구 서소문로,11,140,171,724000,데이터베이스 및 온라인 정보 제공업,5,1750580,0,1
(주)에스투더블유,경기도 성남시 분당구 판교역로192번길,41,135,109,722000,응용 소프트웨어 개발 및 공급업,102,44744500,4,3
비코어(주),서울특별시 성동구 성수일로,11,200,114,722000,응용 소프트웨어 개발 및 공급업,12,2888640,0,0
주식회사 나인박스,부산광역시 연제구 월드컵대로19번길,26,470,102,722000,응용 소프트웨어 개발 및 공급업,6,1617360,1,1
네오엔터디엑스 주식회사,경기도 성남시 수정구 대왕판교로,41,131,115,722000,응용 소프트웨어 개발 및 공급업,3,595080,0,0
포비스주식회사(PoviceInc.),경기도 수원시 영통구 반달로7번길,41,117,105,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,6,1725460,1,0
주식회사크로스앵글,서울특별시 강남구 강남대로,11,680,101,722000,응용 소프트웨어 개발 및 공급업,39,16876920,0,0
주식회사 포트원솔루션스,서울특별시 성동구 성수이로20길,11,200,115,722000,응용 소프트웨어 개발 및 공급업,4,1601800,0,1
주식회사네트러닝홀딩스한국지사,서울특별시 마포구 마포대로,11,440,104,722000,응용 소프트웨어 개발 및 공급업,11,4736600,0,0
(주)코멘터리사무소,서울특별시 종로구 삼봉로,11,110,124,722000,응용 소프트웨어 개발 및 공급업,6,2116420,0,0
자동차성능점검인협동조합,서울특별시 서초구 양재천로31길,11,650,102,722000,응용 소프트웨어 개발 및 공급업,3,825840,0,0
(주)위네트워크,서울특별시 강남구 학동로,11,680,108,724000,데이터베이스 및 온라인 정보 제공업,7,2135760,1,2
애틱 주식회사,서울특별시 종로구 종로,11,110,126,722000,응용 소프트웨어 개발 및 공급업,4,956700,0,0
주식회사이지이노베이션스코리아(EGINNOVATIONSKOREACO. LTD.),서울특별시 중구 세종대로,11,140,103,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,7,3199660,0,0
주식회사프로메테우스미디어,서울특별시 성동구 성수이로,11,200,115,724000,데이터베이스 및 온라인 정보 제공업,17,5425640,1,0
(주)재상피앤에스,경상남도 창원시 의창구 차룡로48번길,48,121,129,722000,응용 소프트웨어 개발 및 공급업,27,10017280,0,2
주식회사하이퍼리서치,서울특별시 서초구 강남대로34길,11,650,102,722000,응용 소프트웨어 개발 및 공급업,4,1228580,0,0
주식회사코다타,서울특별시 강남구 봉은사로,11,680,108,722000,응용 소프트웨어 개발 및 공급업,4,830780,0,0
주식회사 테이스티네트웍스,서울특별시 성동구 왕십리광장로,11,200,107,722000,응용 소프트웨어 개발 및 공급업,7,2039640,1,1
(주)대흥전기,경상북도 울진군 울진읍 고성1길,47,930,250,722000,응용 소프트웨어 개발 및 공급업,6,1787920,0,0
엔에스원소프트주식회사,서울특별시 강남구 학동로,11,680,108,722000,응용 소프트웨어 개발 및 공급업,41,16091520,3,3
런투미디어(주),서울특별시 강남구 학동로77길,11,680,104,724000,데이터베이스 및 온라인 정보 제공업,4,141480,0,0
주식회사스마트라이즈,서울특별시 송파구 법원로,11,710,108,722000,응용 소프트웨어 개발 및 공급업,4,1527460,0,0
시더스주식회사,서울특별시 금천구 가산디지털1로,11,545,101,729000,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,9,2308700,0,0
주식회사휙고,서울특별시 중구 퇴계로,11,140,124,722000,응용 소프트웨어 개발 및 공급업,33,13579740,1,1
주식회사데이터누리,서울특별시 강서구 마곡중앙2로,11,500,105,722000,응용 소프트웨어 개발 및 공급업,51,17520260,2,2
주식회사비욘드포스트,서울특별시 마포구 토정로37길,11,440,109,724000,데이터베이스 및 온라인 정보 제공업,4,1289960,0,0
주식회사드림공간정보,전북특별자치도 익산시 주현로,52,140,108,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,7,2130440,0,0
(주)다빈치뷰,인천광역시 남동구 호구포로,28,200,111,722000,응용 소프트웨어 개발 및 공급업,10,3043660,0,0
코드비전주식회사,서울특별시 서대문구 연세로2나길,11,410,116,722000,응용 소프트웨어 개발 및 공급업,6,2113980,0,0
트리노드주식회사(TreenodInc.),부산광역시 해운대구 센텀2로,26,350,105,722000,응용 소프트웨어 개발 및 공급업,230,85060360,7,8
주식회사 하이퍼로직,부산광역시 남구 수영로,26,290,106,722000,응용 소프트웨어 개발 및 공급업,7,1640480,0,0
크로스디자인그룹주식회사,서울특별시 성동구 상원12길,11,200,114,722000,응용 소프트웨어 개발 및 공급업,7,1735180,0,0
주식회사 새올정보기술,서울특별시 영등포구 선유로,11,560,123,729000,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,12,5404580,0,1
(주)메타노드,서울특별시 강남구 강남대로146길,11,680,108,722000,응용 소프트웨어 개발 및 공급업,4,1206520,0,0
주식회사한솔테크,경기도 안산시 단원구 산단로,41,273,103,722000,응용 소프트웨어 개발 및 공급업,3,502280,0,0
제이아이엔시스템주식회사,제주특별자치도 제주시 연삼로,50,110,137,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,21,7392320,0,0
주식회사케이엔피플,서울특별시 광진구 광나루로56길,11,215,103,722000,응용 소프트웨어 개발 및 공급업,4,1005540,0,0
주식회사 스튜디오메이트,서울특별시 강남구 논현로98길,11,680,101,722000,응용 소프트웨어 개발 및 공급업,15,4519840,0,0
주식회사디컴트루,서울특별시 금천구 가산디지털1로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,10,3554720,0,0
주식회사세이프닥,서울특별시 강남구 테헤란로19길,11,680,101,723000,자료 처리업,25,8792740,0,3
주식회사 잼퍼블릭,서울특별시 강남구 논현로,11,680,108,722000,응용 소프트웨어 개발 및 공급업,46,16055780,0,0
(주)지오솔루션즈,경상남도 창원시 의창구 차룡로48번길,48,121,129,722000,응용 소프트웨어 개발 및 공급업,4,925800,0,0
주식회사 지아이비타(GI VITA Inc.),서울특별시 강남구 테헤란로,11,680,105,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,5,2025080,0,0
나무기술주식회사,서울특별시 강서구 마곡중앙8로3길,11,500,105,722000,응용 소프트웨어 개발 및 공급업,109,43555840,0,1
주식회사플리퍼코퍼레이션,대구광역시 동구 동대구로,27,140,102,724000,데이터베이스 및 온라인 정보 제공업,9,2794280,0,0
(주)베이스데이타,서울특별시 금천구 디지털로9길,11,545,101,722000,응용 소프트웨어 개발 및 공급업,3,1055140,0,0
(주)인포그린,서울특별시 서초구 방배로,11,650,101,722000,응용 소프트웨어 개발 및 공급업,14,3182700,0,0
주식회사리드넘버,경기도 안양시 동안구 시민대로327번길,41,173,102,724000,데이터베이스 및 온라인 정보 제공업,52,12518220,2,3
주식회사 데우스,서울특별시 영등포구 국제금융로,11,560,110,722000,응용 소프트웨어 개발 및 공급업,14,6149700,0,0
주식회사 아르고스아이덴티티코리아,서울특별시 강남구 강남대로160길,11,680,107,722000,응용 소프트웨어 개발 및 공급업,14,5442180,0,0
주식회사코드스,서울특별시 중랑구 신내역로,11,260,106,722000,응용 소프트웨어 개발 및 공급업,8,3579720,0,0
(주)수플러스,경상북도 의성군 의성읍 홍술로,47,730,250,724000,데이터베이스 및 온라인 정보 제공업,6,1377060,1,0
아이씨디자인주식회사,서울특별시 종로구 새문안로5가길,11,110,107,722000,응용 소프트웨어 개발 및 공급업,4,609920,0,0
주식회사 자립마케팅,서울특별시 성동구 마조로,11,200,107,722000,응용 소프트웨어 개발 및 공급업,16,4000020,3,1
주식회사디에스에스,경기도 부천시 소사구 양지로,41,194,106,722000,응용 소프트웨어 개발 및 공급업,8,3319360,0,0
주식회사인컴즈,경기도 안양시 동안구 흥안대로427번길,41,173,103,722000,응용 소프트웨어 개발 및 공급업,3,839520,0,0
(주)에스제이정보기술,경상북도 경산시 경안로69길,47,290,112,722000,응용 소프트웨어 개발 및 공급업,5,1348280,0,0
주식회사 쓰리케이비카스,서울특별시 송파구 올림픽로,11,710,101,722000,응용 소프트웨어 개발 및 공급업,7,2221360,0,1
주식회사 티앤씨랩,서울특별시 금천구 가산디지털1로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,10,2397580,1,0
직지스퀘어주식회사,충청북도 청주시 흥덕구 직지대로436번길,43,113,116,642004,포털 및 기타 인터넷 정보 매개 서비스업,3,969300,0,0
(주)이머스,서울특별시 금천구 가산디지털2로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,5,1074300,0,0
제이앤제이프로퍼티 주식회사,서울특별시 송파구 법원로,11,710,108,724000,데이터베이스 및 온라인 정보 제공업,5,1040480,0,0
주식회사 메디히어,서울특별시 중구 마장로,11,140,162,642004,포털 및 기타 인터넷 정보 매개 서비스업,4,1241180,0,0
(주)데이터리퍼블릭,서울특별시 성동구 광나루로,11,200,115,722000,응용 소프트웨어 개발 및 공급업,4,909440,0,0
(주)탱크옥션,서울특별시 광진구 강변역로4길,11,215,103,642004,포털 및 기타 인터넷 정보 매개 서비스업,18,5809800,0,0
주식회사 에스씨엠솔루션,서울특별시 마포구 성지길,11,440,122,722000,응용 소프트웨어 개발 및 공급업,0,0,0,0
가니주식회사,경기도 성남시 수정구 청계산로,41,131,112,722000,응용 소프트웨어 개발 및 공급업,6,1902200,0,0
주식회사성민소프트,전북특별자치도 전주시 완산구 산월1길,52,111,128,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,4,906840,0,0
주식회사인사이트지오그룹,서울특별시 금천구 가산디지털1로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,4,1171600,0,0
주식회사 유진정보기술,서울특별시 영등포구 영신로,11,560,107,722000,응용 소프트웨어 개발 및 공급업,21,4624880,2,0
주식회사아펙스에이아이,경기도 성남시 분당구 성남대로,41,135,103,722000,응용 소프트웨어 개발 및 공급업,0,0,0,0
에버테크주식회사,서울특별시 강서구 마곡서로,11,500,105,722000,응용 소프트웨어 개발 및 공급업,5,1945420,0,0
주식회사클라썸,서울특별시 강남구 테헤란로2길,11,680,101,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,69,25429480,2,1
주식회사지코어,서울특별시 구로구 디지털로,11,530,102,722000,응용 소프트웨어 개발 및 공급업,7,2969620,0,0
주식회사헤븐트리(HeavenTree),경상북도 경산시 하양읍 가마실길,47,290,250,722000,응용 소프트웨어 개발 및 공급업,6,2255280,0,0
하이파이브랩 주식회사,서울특별시 강남구 논현로28길,11,680,118,722000,응용 소프트웨어 개발 및 공급업,10,3547700,0,1
세이버아시아퍼시픽피티이엘티디한국지점,서울특별시 중구 세종대로,11,140,103,722000,응용 소프트웨어 개발 및 공급업,8,3944320,0,0
주식회사대건정보,경기도 성남시 분당구 장미로,41,135,107,722000,응용 소프트웨어 개발 및 공급업,7,2760640,0,0
주식회사 크레디아뮤직앤아티스트,서울특별시 종로구 자하문로9길,11,110,108,722000,응용 소프트웨어 개발 및 공급업,8,2542380,0,0
주식회사어반크러쉬,경기도 고양시 일산동구 고양대로,41,285,101,722000,응용 소프트웨어 개발 및 공급업,5,611460,1,1
주식회사시리우스크립토커런시,서울특별시 강남구 학동로20길,11,680,108,722000,응용 소프트웨어 개발 및 공급업,6,1589080,0,0
(주)디즈콘,부산광역시 사상구 주례로,26,530,106,722000,응용 소프트웨어 개발 및 공급업,3,611800,0,0
주식회사 큐엠아이티,서울특별시 송파구 송파대로,11,710,108,724000,데이터베이스 및 온라인 정보 제공업,43,14390440,0,4
와이즈솔루션주식회사,서울특별시 금천구 가산디지털2로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,7,1216220,0,0
주식회사테크인,대전광역시 동구 계족로512번길,30,110,115,729000,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,3,805120,0,0
주식회사위버아이엔티,경기도 성남시 수정구 헌릉로890번길,41,131,107,722000,응용 소프트웨어 개발 및 공급업,6,1129660,0,1
주식회사토크펀,서울특별시 금천구 가산디지털1로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,6,1573440,0,0
주식회사아이넷프로덕션,서울특별시 서초구 양재천로11길,11,650,102,724000,데이터베이스 및 온라인 정보 제공업,4,1475640,0,0
애브포인트코리아주식회사(AvePointKoreaCo. Ltd.),서울특별시 강남구 봉은사로,11,680,105,722000,응용 소프트웨어 개발 및 공급업,8,3346520,1,1
주식회사맥스퍼포먼스그룹,경기도 성남시 분당구 동판교로,41,135,109,722000,응용 소프트웨어 개발 및 공급업,4,1996620,0,0
주식회사디렉셔널,서울특별시 영등포구 여의나루로,11,560,110,722000,응용 소프트웨어 개발 및 공급업,13,4923500,0,1
비주얼인피니티주식회사,세종특별자치시  한누리대로,36,110,101,722000,응용 소프트웨어 개발 및 공급업,6,2355280,0,0
주식회사알피오,서울특별시 금천구 가산디지털2로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,12,3252800,1,0
주식회사한국소프트웨어서비스,서울특별시 동작구 사당로,11,590,107,722000,응용 소프트웨어 개발 및 공급업,13,4121500,0,0
어바닉랩스,서울특별시 강남구 테헤란로,11,680,105,722000,응용 소프트웨어 개발 및 공급업,3,1112400,0,0
(주)연은테크,서울특별시 금천구 가산디지털2로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,16,4266860,0,0
주식회사비스퀘어랩,서울특별시 강남구 남부순환로,11,680,118,722000,응용 소프트웨어 개발 및 공급업,6,2667860,0,0
누트컴퍼니 주식회사,서울특별시 강남구 학동로,11,680,108,722000,응용 소프트웨어 개발 및 공급업,23,7472640,0,2
주식회사그루비엑스(GroovyXCorp.),서울특별시 강남구 선릉로,11,680,101,722000,응용 소프트웨어 개발 및 공급업,11,2572160,0,1
주식회사 071랩스,제주특별자치도 제주시 원노형남1길,50,110,122,722000,응용 소프트웨어 개발 및 공급업,24,6012780,1,0
주식회사고투조이,서울특별시 중구 퇴계로,11,140,132,722000,응용 소프트웨어 개발 및 공급업,4,1950020,0,0
하이퍼하이어,서울특별시 서초구 강남대로,11,650,107,724000,데이터베이스 및 온라인 정보 제공업,4,1374260,0,0
주식회사 뷰티메이커스,인천광역시 연수구 송도문화로,28,185,106,724000,데이터베이스 및 온라인 정보 제공업,4,992500,0,0
주식회사에어에이알(AIRARco.ltd),서울특별시 마포구 홍익로5길,11,440,120,722000,응용 소프트웨어 개발 및 공급업,13,4261800,0,0
(주)디지털매일신문사,서울특별시 영등포구 국회대로74길,11,680,104,724000,데이터베이스 및 온라인 정보 제공업,7,1308960,0,1
(주)포켓컴퍼니,서울특별시 강남구 언주로,11,680,108,722000,응용 소프트웨어 개발 및 공급업,27,8171480,1,2
주식회사비카누스,경기도 성남시 분당구 성남대로,41,135,114,722000,응용 소프트웨어 개발 및 공급업,7,3106320,0,0
유닉솔루션(주),서울특별시 구로구 디지털로32길,11,530,102,722000,응용 소프트웨어 개발 및 공급업,46,10563360,1,2
주식회사팀퀘스트(TeamQuest),서울특별시 영등포구 양평로22길,11,560,129,724000,데이터베이스 및 온라인 정보 제공업,17,5824840,1,0
주식회사 어플라이,경기도 파주시 금빛로,41,480,101,722000,응용 소프트웨어 개발 및 공급업,5,175500,0,0
(주)플레이큐리오,경기도 고양시 일산동구 중앙로,41,285,106,722000,응용 소프트웨어 개발 및 공급업,12,3139340,0,0
주식회사슈켓,인천광역시 남동구 성말로13번길,28,200,101,722000,응용 소프트웨어 개발 및 공급업,7,2115500,0,1
굿어스데이터주식회사,서울특별시 강남구 테헤란로44길,11,680,101,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,55,20510080,1,1
(주)오성누리,전북특별자치도 군산시 조촌로,52,130,134,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,10,1665320,0,0
(주)정승우입찰연구소,서울특별시 구로구 디지털로31길,11,530,102,642004,포털 및 기타 인터넷 정보 매개 서비스업,3,880280,0,0
주식회사마블인터내셔널,서울특별시 서초구 강남대로61길,11,650,108,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,3,1054700,0,0
주식회사코베아그룹,서울특별시 서초구 바우뫼로7길,11,650,103,722000,응용 소프트웨어 개발 및 공급업,4,1905020,0,0
주식회사 조프소프트,경기도 성남시 중원구 은이로,41,133,104,722000,응용 소프트웨어 개발 및 공급업,6,3331800,0,0
주식회사암펠,경기도 고양시 일산동구 애현로,41,285,107,722000,응용 소프트웨어 개발 및 공급업,91,20190440,4,4
코리아소프트(주),인천광역시 부평구 길주로,28,237,105,722000,응용 소프트웨어 개발 및 공급업,13,4393360,2,3
주식회사 브리스트,경상남도 창원시 의창구 평산로,48,121,129,722000,응용 소프트웨어 개발 및 공급업,8,1686500,0,0
주식회사 마음수업,서울특별시 강남구 영동대로,11,680,105,722000,응용 소프트웨어 개발 및 공급업,4,1289760,0,2
(주)질링스,서울특별시 마포구 백범로31길,11,440,102,722000,응용 소프트웨어 개발 및 공급업,3,351000,0,0
주식회사 에드업,광주광역시 동구 금남로,29,110,131,722000,응용 소프트웨어 개발 및 공급업,18,3847960,2,0
(주)오드레몬오리진,경기도 고양시 덕양구 항공대학로,41,281,129,642004,포털 및 기타 인터넷 정보 매개 서비스업,3,131220,0,0
주식회사오투오서비스랩,충청남도 천안시 서북구 천안천4길,44,133,101,722000,응용 소프트웨어 개발 및 공급업,3,356020,0,0
주식회사피플체인스,경기도 화성시 병점중앙로,41,590,116,722000,응용 소프트웨어 개발 및 공급업,6,1450140,0,5
(주)안랩클라우드메이트,서울특별시 구로구 경인로,11,530,101,729000,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,95,33537600,1,1
뉴스랭키(주),서울특별시 영등포구 여의대방로67길,11,560,110,724000,데이터베이스 및 온라인 정보 제공업,3,586240,0,0
주식회사 레드브릭,서울특별시 서초구 서초대로,11,650,108,722000,응용 소프트웨어 개발 및 공급업,17,6092600,0,1
주식회사바이오커넥트,서울특별시 서초구 남부순환로,11,650,108,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,6,1894860,0,0
주식회사비브릿지컴퍼니,서울특별시 서초구 서초중앙로18길,11,650,108,722000,응용 소프트웨어 개발 및 공급업,5,1860920,1,0
주식회사이엔컴퍼니,경기도 안양시 동안구 흥안대로,41,173,102,722000,응용 소프트웨어 개발 및 공급업,3,563400,0,0
주식회사 위립스,경기도 수원시 영통구 대학4로,41,117,103,722000,응용 소프트웨어 개발 및 공급업,5,1247280,0,0
머스트무브주식회사,서울특별시 강남구 테헤란로,11,680,101,722000,응용 소프트웨어 개발 및 공급업,7,522580,0,0
주식회사 이프립,서울특별시 강남구 테헤란로87길,11,680,105,722000,응용 소프트웨어 개발 및 공급업,5,1171340,0,1
주식회사 그래,서울특별시 용산구 신흥로11길,11,170,102,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,8,2762700,0,0
주식회사씨즈데이터,서울특별시 영등포구 국제금융로2길,11,560,110,722000,응용 소프트웨어 개발 및 공급업,14,5830760,0,1
주식회사마들렌메모리,대전광역시 유성구 장대로,30,200,117,722000,응용 소프트웨어 개발 및 공급업,19,5670880,1,0
주식회사가디언홀딩스,서울특별시 강남구 도산대로,11,680,108,722000,응용 소프트웨어 개발 및 공급업,8,3178680,0,0
이에스플랜잇주식회사,서울특별시 영등포구 국제금융로6길,11,560,110,722000,응용 소프트웨어 개발 및 공급업,3,821060,0,0
주식회사더스윙(TheSwingCO. LTD),서울특별시 용산구 서빙고로,11,170,128,722000,응용 소프트웨어 개발 및 공급업,76,25858780,4,2
주식회사 하이어엑스(HIGHERX),서울특별시 영등포구 의사당대로,11,560,110,722000,응용 소프트웨어 개발 및 공급업,6,2013460,1,1
주식회사아이티어뱅크,서울특별시 금천구 가산디지털2로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,5,1779460,0,0
재단법인 넥스트챌린지,제주특별자치도 서귀포시 중정로,50,130,101,722000,응용 소프트웨어 개발 및 공급업,25,6449700,1,0
주식회사오롯한,서울특별시 금천구 디지털로9길,11,545,101,722000,응용 소프트웨어 개발 및 공급업,3,865520,0,0
주식회사 파우스트,서울특별시 강남구 도산대로49길,11,680,107,722000,응용 소프트웨어 개발 및 공급업,4,1438200,0,0
주식회사디이프,경기도 용인시 기흥구 흥덕1로,41,463,111,722000,응용 소프트웨어 개발 및 공급업,5,1737700,0,0
주식회사제니스일렉트로닉스(ZENITHELECTRONICS),서울특별시 금천구 가산디지털2로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,7,1408580,0,0
(주)한터글로벌,서울특별시 강남구 봉은사로109길,11,680,105,722000,응용 소프트웨어 개발 및 공급업,34,9035400,7,4
(주)한백코리아,서울특별시 강남구 선릉로,11,680,106,722000,응용 소프트웨어 개발 및 공급업,7,2454340,0,0
(주)모카트리,서울특별시 구로구 디지털로33길,11,530,102,722000,응용 소프트웨어 개발 및 공급업,27,9982220,1,0
주식회사 아이엠커뮤니케이션즈,강원특별자치도 춘천시 금강로,51,110,115,722000,응용 소프트웨어 개발 및 공급업,8,1998200,0,0
케이피아이티테크놀로지합동회사(영업소),경기도 성남시 분당구 판교역로,41,135,109,722000,응용 소프트웨어 개발 및 공급업,14,7361440,0,0
주식회사 에이피디코리아,서울특별시 강서구 마곡중앙6로,11,500,105,722000,응용 소프트웨어 개발 및 공급업,3,1302560,1,0
모멘스솔루션주식회사,서울특별시 구로구 디지털로33길,11,530,102,722000,응용 소프트웨어 개발 및 공급업,10,3777000,0,0
(주)인덴트코퍼레이션,서울특별시 강남구 논현로164길,11,680,107,722000,응용 소프트웨어 개발 및 공급업,30,12378800,4,1
주식회사위아프렌즈(WeAreFriendsCo. ltd.),서울특별시 강동구 양재대로113길,11,740,105,722000,응용 소프트웨어 개발 및 공급업,18,4079180,1,0
주식회사제이디테크(JDTechInc.),제주특별자치도 제주시 번영로,50,110,116,722000,응용 소프트웨어 개발 및 공급업,3,1304000,0,0
거성테크앤시큐주식회사,서울특별시 강남구 선릉로87길,11,680,101,722000,응용 소프트웨어 개발 및 공급업,3,498220,0,0
(주)에프1지에스티,충청북도 청주시 청원구 무심동로660번길,43,114,102,722000,응용 소프트웨어 개발 및 공급업,4,822060,0,0
유로지텍(주),서울특별시 구로구 디지털로26길,11,530,102,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,28,9624400,1,0
주식회사망고시스템즈,경상남도 진주시 범골로54번길,48,170,137,722000,응용 소프트웨어 개발 및 공급업,16,5305760,2,0
(주)데이터앤솔루션,서울특별시 서초구 남부순환로325길,11,650,108,729000,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,14,3429140,1,1
스페이스뱅크주식회사,경기도 성남시 수정구 달래내로,41,131,115,724000,데이터베이스 및 온라인 정보 제공업,15,4338780,0,0
브레인크루주식회사,경기도 성남시 분당구 정자로,41,135,103,722000,응용 소프트웨어 개발 및 공급업,5,1345860,2,0
주식회사퓨쳐스콜레,서울특별시 성동구 왕십리로,11,200,114,724000,데이터베이스 및 온라인 정보 제공업,31,13085300,0,1
(주)집사,서울특별시 구로구 디지털로26길,11,530,102,722000,응용 소프트웨어 개발 및 공급업,7,1443020,0,0
다야몬즈 주식회사,서울특별시 송파구 법원로,11,710,108,722000,응용 소프트웨어 개발 및 공급업,19,5197900,0,1
주식회사아인즈,서울특별시 성동구 왕십리로,11,200,104,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,20,8988420,0,0
주식회사세찬아이앤씨,서울특별시 구로구 디지털로26길,11,530,102,722000,응용 소프트웨어 개발 및 공급업,59,15994540,2,7
주식회사앤티에스,전북특별자치도 전주시 덕진구 온고을로,52,113,130,722000,응용 소프트웨어 개발 및 공급업,10,4190820,1,0
레하솔루션주식회사,경기도 화성시 동탄순환대로,41,590,135,722000,응용 소프트웨어 개발 및 공급업,3,583460,0,0
블루포션게임즈주식회사,서울특별시 강남구 테헤란로44길,11,680,101,722000,응용 소프트웨어 개발 및 공급업,145,55309600,1,1
주식회사 참깨연구소,서울특별시 구로구 디지털로,11,530,102,722000,응용 소프트웨어 개발 및 공급업,12,4942300,0,0
코드블럭주식회사,경기도 성남시 분당구 황새울로258번길,41,135,102,722000,응용 소프트웨어 개발 및 공급업,11,4313120,0,0
주식회사 더이음,인천광역시 연수구 인천타워대로,28,185,106,724000,데이터베이스 및 온라인 정보 제공업,10,2321780,0,1
주식회사매쓰랩,서울특별시 송파구 올림픽로,11,710,101,722000,응용 소프트웨어 개발 및 공급업,3,823400,0,1
주식회사 지비에쓰시스템,서울특별시 강남구 테헤란로,11,680,101,729000,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,6,1995740,0,0
(주)오렌지아이,경기도 성남시 분당구 판교로255번길,41,135,109,722000,응용 소프트웨어 개발 및 공급업,35,12286240,0,0
미라클에셋,대전광역시 유성구 대학로,30,200,111,724000,데이터베이스 및 온라인 정보 제공업,0,0,0,0
주식회사케이비소프트,경기도 고양시 일산동구 호수로,41,285,104,722000,응용 소프트웨어 개발 및 공급업,3,774620,1,1
주식회사빌도르,서울특별시 강서구 곰달래로,11,500,103,722000,응용 소프트웨어 개발 및 공급업,4,1680560,0,0
놀라운사람들주식회사,서울특별시 금천구 서부샛길,11,545,101,722000,응용 소프트웨어 개발 및 공급업,4,1417040,0,0
원트리 주식회사,서울특별시 서초구 효령로53길,11,650,108,722000,응용 소프트웨어 개발 및 공급업,3,578600,0,0
주식회사아톰소프트(ArtomSoft),서울특별시 금천구 가산디지털1로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,3,1021680,0,0
주식회사툭툭(TOOKTOOKCo. Ltd),경기도 성남시 분당구 석운로,41,135,117,729000,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,4,685600,0,0
주식회사 피앤소프트,경기도 하남시 미사강변중앙로,41,450,110,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,8,2939000,0,0
주식회사워로브라더스(WoloBrothers),경기도 하남시 하남대로,41,450,110,724000,데이터베이스 및 온라인 정보 제공업,40,10438160,3,2
